,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
603,2410,OLDER SINGLES/COUPLES,Budget
604,2411,RETIREES,Mainstream
605,2412,NEW FAMILIES,Budget
606,2413,RETIREES,Budget
607,2414,OLDER SINGLES/COUPLES,Mainstream
608,2415,YOUNG FAMILIES,Budget
609,2417,OLDER SINGLES/COUPLES,Mainstream
610,2418,YOUNG SINGLES/COUPLES,Premium
611,2419,YOUNG SINGLES/COUPLES,Premium
612,2421,MIDAGE SINGLES/COUPLES,Mainstream
613,2425,YOUNG SINGLES/COUPLES,Mainstream
614,2426,MIDAGE SINGLES/COUPLES,Budget
615,2427,OLDER SINGLES/COUPLES,Mainstream
616,2428,YOUNG FAMILIES,Budget
617,2429,OLDER FAMILIES,Mainstream
618,2430,YOUNG SINGLES/COUPLES,Budget
619,2431,RETIREES,Premium
620,2433,OLDER SINGLES/COUPLES,Budget
621,2434,RETIREES,Mainstream
622,2437,RETIREES,Mainstream
623,2438,MIDAGE SINGLES/COUPLES,Budget
624,2439,RETIREES,Premium
625,2441,MIDAGE SINGLES/COUPLES,Mainstream
626,2444,MIDAGE SINGLES/COUPLES,Budget
627,2447,YOUNG SINGLES/COUPLES,Mainstream
628,2448,YOUNG FAMILIES,Premium
629,2450,OLDER SINGLES/COUPLES,Budget
630,2451,NEW FAMILIES,Budget
631,2452,OLDER SINGLES/COUPLES,Budget
632,2454,MIDAGE SINGLES/COUPLES,Budget
633,2456,YOUNG SINGLES/COUPLES,Budget
634,2457,YOUNG SINGLES/COUPLES,Mainstream
635,2458,YOUNG SINGLES/COUPLES,Premium
636,2460,OLDER SINGLES/COUPLES,Premium
637,2466,YOUNG SINGLES/COUPLES,Budget
638,2467,OLDER SINGLES/COUPLES,Premium
639,2468,OLDER SINGLES/COUPLES,Budget
640,2469,OLDER FAMILIES,Mainstream
641,2470,YOUNG FAMILIES,Budget
642,2471,YOUNG FAMILIES,Premium
643,2472,YOUNG FAMILIES,Premium
644,2477,YOUNG SINGLES/COUPLES,Premium
645,2478,OLDER SINGLES/COUPLES,Premium
646,2479,YOUNG FAMILIES,Budget
647,2480,RETIREES,Premium
648,2481,MIDAGE SINGLES/COUPLES,Budget
649,2482,RETIREES,Budget
650,2483,OLDER SINGLES/COUPLES,Premium
651,2484,RETIREES,Mainstream
652,2486,OLDER FAMILIES,Premium
653,2489,YOUNG FAMILIES,Mainstream
654,2491,MIDAGE SINGLES/COUPLES,Premium
655,2492,OLDER SINGLES/COUPLES,Mainstream
656,2493,YOUNG SINGLES/COUPLES,Premium
657,2494,YOUNG SINGLES/COUPLES,Mainstream
658,3000,OLDER SINGLES/COUPLES,Budget
659,3001,YOUNG FAMILIES,Budget
660,3002,OLDER SINGLES/COUPLES,Premium
661,3003,RETIREES,Budget
662,3004,RETIREES,Premium
663,3005,RETIREES,Mainstream
664,3006,YOUNG SINGLES/COUPLES,Mainstream
665,3007,MIDAGE SINGLES/COUPLES,Mainstream
666,3008,RETIREES,Budget
667,3009,OLDER SINGLES/COUPLES,Mainstream
668,3010,RETIREES,Mainstream
669,3011,RETIREES,Premium
670,3012,OLDER FAMILIES,Budget
671,3013,OLDER FAMILIES,Premium
672,3014,YOUNG SINGLES/COUPLES,Mainstream
673,3015,YOUNG FAMILIES,Budget
674,3016,YOUNG FAMILIES,Budget
675,3017,RETIREES,Mainstream
676,3018,OLDER SINGLES/COUPLES,Budget
677,3019,OLDER SINGLES/COUPLES,Mainstream
678,3020,MIDAGE SINGLES/COUPLES,Premium
679,3022,YOUNG FAMILIES,Budget
680,3023,MIDAGE SINGLES/COUPLES,Premium
681,3024,OLDER SINGLES/COUPLES,Premium
682,3025,YOUNG FAMILIES,Premium
683,3026,YOUNG SINGLES/COUPLES,Mainstream
684,3027,OLDER SINGLES/COUPLES,Premium
685,3028,YOUNG FAMILIES,Mainstream
686,3029,MIDAGE SINGLES/COUPLES,Premium
687,3030,OLDER SINGLES/COUPLES,Premium
688,3031,YOUNG SINGLES/COUPLES,Mainstream
689,3032,YOUNG SINGLES/COUPLES,Mainstream
690,3033,RETIREES,Budget
691,3034,RETIREES,Mainstream
692,3035,OLDER SINGLES/COUPLES,Budget
693,3036,NEW FAMILIES,Mainstream
694,3037,OLDER SINGLES/COUPLES,Budget
695,3038,RETIREES,Budget
696,3039,YOUNG SINGLES/COUPLES,Budget
697,3040,RETIREES,Budget
698,3041,YOUNG SINGLES/COUPLES,Budget
699,3042,MIDAGE SINGLES/COUPLES,Premium
700,3043,RETIREES,Premium
701,3044,RETIREES,Premium
702,3045,RETIREES,Mainstream
703,3046,OLDER SINGLES/COUPLES,Premium
704,3047,OLDER FAMILIES,Mainstream
705,3048,OLDER SINGLES/COUPLES,Premium
706,3049,OLDER FAMILIES,Mainstream
707,3050,YOUNG FAMILIES,Premium
708,3051,OLDER SINGLES/COUPLES,Budget
709,3052,MIDAGE SINGLES/COUPLES,Mainstream
710,3053,OLDER SINGLES/COUPLES,Mainstream
711,3054,YOUNG FAMILIES,Budget
712,3055,OLDER FAMILIES,Mainstream
713,3056,OLDER FAMILIES,Budget
714,3057,OLDER SINGLES/COUPLES,Mainstream
715,3058,OLDER SINGLES/COUPLES,Mainstream
716,3059,RETIREES,Mainstream
717,3060,RETIREES,Mainstream
718,3061,YOUNG FAMILIES,Mainstream
719,3062,OLDER SINGLES/COUPLES,Budget
720,3063,RETIREES,Premium
721,3064,RETIREES,Mainstream
722,3065,RETIREES,Mainstream
723,3066,YOUNG SINGLES/COUPLES,Mainstream
724,3067,RETIREES,Premium
725,3068,OLDER FAMILIES,Mainstream
726,3069,OLDER SINGLES/COUPLES,Mainstream
727,3070,OLDER FAMILIES,Budget
728,3071,YOUNG SINGLES/COUPLES,Budget
729,3072,RETIREES,Budget
730,3073,YOUNG SINGLES/COUPLES,Mainstream
731,3074,RETIREES,Mainstream
732,3075,YOUNG SINGLES/COUPLES,Mainstream
733,3076,RETIREES,Mainstream
734,3077,RETIREES,Premium
735,3078,OLDER FAMILIES,Premium
736,3079,OLDER SINGLES/COUPLES,Budget
737,3080,RETIREES,Budget
738,3081,RETIREES,Budget
739,3082,YOUNG SINGLES/COUPLES,Premium
740,3083,YOUNG SINGLES/COUPLES,Mainstream
741,3084,OLDER FAMILIES,Premium
742,3085,RETIREES,Premium
743,3086,OLDER SINGLES/COUPLES,Budget
744,3087,RETIREES,Budget
745,3088,OLDER FAMILIES,Budget
746,3089,OLDER SINGLES/COUPLES,Mainstream
747,3090,YOUNG FAMILIES,Budget
748,3091,OLDER SINGLES/COUPLES,Mainstream
749,3092,RETIREES,Mainstream
750,3093,YOUNG SINGLES/COUPLES,Mainstream
751,3094,MIDAGE SINGLES/COUPLES,Mainstream
752,3095,OLDER SINGLES/COUPLES,Premium
753,3096,RETIREES,Mainstream
754,3097,RETIREES,Budget
755,3098,YOUNG SINGLES/COUPLES,Budget
756,3099,RETIREES,Mainstream
757,3100,OLDER FAMILIES,Mainstream
758,3101,YOUNG SINGLES/COUPLES,Premium
759,3102,YOUNG FAMILIES,Premium
760,3103,RETIREES,Premium
761,3104,YOUNG SINGLES/COUPLES,Budget
762,3105,OLDER SINGLES/COUPLES,Mainstream
763,3106,YOUNG SINGLES/COUPLES,Budget
764,3107,OLDER SINGLES/COUPLES,Premium
765,3108,YOUNG SINGLES/COUPLES,Budget
766,3109,YOUNG SINGLES/COUPLES,Budget
767,3110,YOUNG SINGLES/COUPLES,Mainstream
768,3111,RETIREES,Premium
769,3112,NEW FAMILIES,Premium
770,3113,YOUNG SINGLES/COUPLES,Mainstream
771,3114,MIDAGE SINGLES/COUPLES,Mainstream
772,3115,MIDAGE SINGLES/COUPLES,Mainstream
773,3116,YOUNG SINGLES/COUPLES,Mainstream
774,3117,MIDAGE SINGLES/COUPLES,Premium
775,3118,YOUNG SINGLES/COUPLES,Mainstream
776,3119,RETIREES,Premium
777,3120,YOUNG SINGLES/COUPLES,Mainstream
778,3121,OLDER FAMILIES,Budget
779,3122,OLDER FAMILIES,Budget
780,3123,OLDER SINGLES/COUPLES,Budget
781,3124,RETIREES,Budget
782,3125,OLDER SINGLES/COUPLES,Budget
783,3126,RETIREES,Premium
784,3127,OLDER FAMILIES,Mainstream
785,3128,OLDER SINGLES/COUPLES,Premium
786,3129,OLDER FAMILIES,Budget
787,3130,YOUNG FAMILIES,Mainstream
788,3131,YOUNG SINGLES/COUPLES,Mainstream
789,3132,OLDER SINGLES/COUPLES,Premium
790,3133,NEW FAMILIES,Premium
791,3134,MIDAGE SINGLES/COUPLES,Mainstream
792,3135,YOUNG FAMILIES,Premium
793,3136,NEW FAMILIES,Premium
794,3137,MIDAGE SINGLES/COUPLES,Mainstream
795,3138,RETIREES,Premium
796,3139,OLDER SINGLES/COUPLES,Premium
797,3140,OLDER SINGLES/COUPLES,Mainstream
798,3141,YOUNG FAMILIES,Budget
799,3142,YOUNG SINGLES/COUPLES,Premium
800,3143,OLDER SINGLES/COUPLES,Premium
801,3144,RETIREES,Premium
802,3145,YOUNG SINGLES/COUPLES,Budget
803,3146,YOUNG SINGLES/COUPLES,Mainstream
804,3147,OLDER FAMILIES,Budget
805,3148,RETIREES,Mainstream
806,3149,RETIREES,Mainstream
807,3150,YOUNG FAMILIES,Mainstream
808,3151,RETIREES,Mainstream
809,3152,RETIREES,Mainstream
810,3153,MIDAGE SINGLES/COUPLES,Premium
811,3154,RETIREES,Mainstream
812,3155,YOUNG SINGLES/COUPLES,Budget
813,3156,RETIREES,Mainstream
814,3157,OLDER SINGLES/COUPLES,Mainstream
815,3158,OLDER SINGLES/COUPLES,Mainstream
816,3159,MIDAGE SINGLES/COUPLES,Mainstream
817,3160,OLDER SINGLES/COUPLES,Premium
818,3161,RETIREES,Premium
819,3162,OLDER SINGLES/COUPLES,Budget
820,3163,YOUNG FAMILIES,Mainstream
821,3164,MIDAGE SINGLES/COUPLES,Budget
822,3165,OLDER SINGLES/COUPLES,Premium
823,3166,OLDER SINGLES/COUPLES,Premium
824,3167,MIDAGE SINGLES/COUPLES,Budget
825,3168,YOUNG SINGLES/COUPLES,Mainstream
826,3169,NEW FAMILIES,Mainstream
827,3170,YOUNG SINGLES/COUPLES,Mainstream
828,3171,OLDER SINGLES/COUPLES,Budget
829,3172,RETIREES,Budget
830,3173,OLDER SINGLES/COUPLES,Mainstream
831,3174,OLDER SINGLES/COUPLES,Mainstream
832,3175,YOUNG FAMILIES,Budget
833,3176,OLDER FAMILIES,Mainstream
834,3177,NEW FAMILIES,Premium
835,3178,OLDER SINGLES/COUPLES,Budget
836,3179,YOUNG FAMILIES,Mainstream
837,3180,RETIREES,Budget
838,3181,OLDER SINGLES/COUPLES,Premium
839,3182,YOUNG SINGLES/COUPLES,Mainstream
840,3183,OLDER SINGLES/COUPLES,Mainstream
841,3184,NEW FAMILIES,Budget
842,3185,OLDER SINGLES/COUPLES,Premium
843,3186,RETIREES,Budget
844,3187,RETIREES,Budget
845,3188,NEW FAMILIES,Budget
846,3189,RETIREES,Budget
847,3190,OLDER SINGLES/COUPLES,Mainstream
848,3191,RETIREES,Budget
849,3192,YOUNG FAMILIES,Mainstream
850,3193,YOUNG FAMILIES,Premium
851,3194,OLDER FAMILIES,Budget
852,3195,RETIREES,Mainstream
853,3196,MIDAGE SINGLES/COUPLES,Premium
854,3197,RETIREES,Mainstream
855,3198,OLDER SINGLES/COUPLES,Premium
856,3199,OLDER SINGLES/COUPLES,Budget
857,3201,OLDER SINGLES/COUPLES,Budget
858,3202,OLDER SINGLES/COUPLES,Mainstream
859,3203,YOUNG FAMILIES,Budget
860,3204,RETIREES,Premium
861,3205,OLDER FAMILIES,Budget
862,3206,OLDER FAMILIES,Budget
863,3207,YOUNG SINGLES/COUPLES,Mainstream
864,3208,YOUNG FAMILIES,Premium
865,3209,YOUNG FAMILIES,Mainstream
866,3210,RETIREES,Premium
867,3211,RETIREES,Budget
868,3212,RETIREES,Mainstream
869,3213,OLDER SINGLES/COUPLES,Premium
870,3214,OLDER FAMILIES,Budget
871,3215,RETIREES,Premium
872,3216,OLDER SINGLES/COUPLES,Mainstream
873,3217,RETIREES,Budget
874,3218,YOUNG FAMILIES,Budget
875,3219,RETIREES,Budget
876,3220,OLDER SINGLES/COUPLES,Premium
877,3221,YOUNG SINGLES/COUPLES,Budget
878,3222,RETIREES,Budget
879,3223,YOUNG FAMILIES,Premium
880,3224,RETIREES,Mainstream
881,3225,YOUNG FAMILIES,Premium
882,3226,OLDER FAMILIES,Budget
883,3227,YOUNG FAMILIES,Budget
884,3228,OLDER FAMILIES,Mainstream
885,3229,RETIREES,Mainstream
886,3230,OLDER SINGLES/COUPLES,Mainstream
887,3231,YOUNG SINGLES/COUPLES,Mainstream
888,3232,RETIREES,Budget
889,3233,OLDER SINGLES/COUPLES,Budget
890,3234,RETIREES,Mainstream
891,3235,OLDER SINGLES/COUPLES,Budget
892,3236,YOUNG FAMILIES,Mainstream
893,3237,YOUNG SINGLES/COUPLES,Budget
894,3238,YOUNG SINGLES/COUPLES,Mainstream
895,3239,OLDER FAMILIES,Mainstream
896,3240,OLDER FAMILIES,Premium
897,3241,YOUNG FAMILIES,Premium
898,3242,YOUNG SINGLES/COUPLES,Premium
899,3243,OLDER SINGLES/COUPLES,Mainstream
900,3244,YOUNG FAMILIES,Premium
901,3245,MIDAGE SINGLES/COUPLES,Premium
902,3246,OLDER SINGLES/COUPLES,Budget
903,3247,MIDAGE SINGLES/COUPLES,Mainstream
904,3248,OLDER SINGLES/COUPLES,Premium
905,3249,OLDER SINGLES/COUPLES,Premium
906,3250,YOUNG SINGLES/COUPLES,Mainstream
907,3251,YOUNG SINGLES/COUPLES,Mainstream
908,3252,YOUNG SINGLES/COUPLES,Mainstream
909,3253,YOUNG SINGLES/COUPLES,Premium
910,3254,YOUNG FAMILIES,Budget
911,3255,YOUNG SINGLES/COUPLES,Mainstream
912,3256,OLDER SINGLES/COUPLES,Premium
913,3257,RETIREES,Budget
914,3258,NEW FAMILIES,Mainstream
915,3259,RETIREES,Premium
916,3260,RETIREES,Premium
917,3261,OLDER SINGLES/COUPLES,Mainstream
918,3262,OLDER FAMILIES,Budget
919,3263,YOUNG SINGLES/COUPLES,Mainstream
920,3264,YOUNG FAMILIES,Budget
921,3265,YOUNG FAMILIES,Mainstream
922,3266,YOUNG SINGLES/COUPLES,Premium
923,3267,YOUNG SINGLES/COUPLES,Mainstream
924,3268,OLDER FAMILIES,Budget
925,3269,OLDER SINGLES/COUPLES,Mainstream
926,3270,YOUNG FAMILIES,Budget
927,3271,RETIREES,Budget
928,3272,YOUNG FAMILIES,Premium
929,3273,MIDAGE SINGLES/COUPLES,Mainstream
930,3274,YOUNG SINGLES/COUPLES,Budget
931,3275,OLDER SINGLES/COUPLES,Budget
932,3276,OLDER SINGLES/COUPLES,Budget
933,3277,RETIREES,Budget
934,3278,YOUNG SINGLES/COUPLES,Mainstream
935,3279,MIDAGE SINGLES/COUPLES,Mainstream
936,3280,OLDER SINGLES/COUPLES,Premium
937,3282,NEW FAMILIES,Budget
938,3283,OLDER SINGLES/COUPLES,Premium
939,3284,YOUNG FAMILIES,Budget
940,3285,OLDER SINGLES/COUPLES,Budget
941,3286,RETIREES,Premium
942,3287,MIDAGE SINGLES/COUPLES,Premium
943,3288,MIDAGE SINGLES/COUPLES,Premium
944,3289,OLDER FAMILIES,Mainstream
945,3290,RETIREES,Premium
946,3291,OLDER FAMILIES,Mainstream
947,3292,MIDAGE SINGLES/COUPLES,Premium
948,3293,OLDER SINGLES/COUPLES,Mainstream
949,3294,MIDAGE SINGLES/COUPLES,Mainstream
950,3295,RETIREES,Mainstream
951,3296,OLDER SINGLES/COUPLES,Budget
952,3297,OLDER SINGLES/COUPLES,Premium
953,3298,OLDER FAMILIES,Budget
954,3299,MIDAGE SINGLES/COUPLES,Mainstream
955,3300,RETIREES,Mainstream
956,3301,OLDER FAMILIES,Budget
957,3302,OLDER FAMILIES,Mainstream
958,3303,MIDAGE SINGLES/COUPLES,Premium
959,3304,MIDAGE SINGLES/COUPLES,Mainstream
960,3305,YOUNG SINGLES/COUPLES,Mainstream
961,3306,OLDER FAMILIES,Premium
962,3307,OLDER FAMILIES,Mainstream
963,3308,OLDER SINGLES/COUPLES,Mainstream
964,3309,YOUNG FAMILIES,Premium
965,3310,YOUNG SINGLES/COUPLES,Mainstream
966,3311,YOUNG SINGLES/COUPLES,Budget
967,3312,OLDER SINGLES/COUPLES,Mainstream
968,3313,OLDER FAMILIES,Budget
969,3314,OLDER FAMILIES,Budget
970,3315,OLDER FAMILIES,Premium
971,3316,YOUNG SINGLES/COUPLES,Mainstream
972,3317,OLDER SINGLES/COUPLES,Premium
973,3318,RETIREES,Mainstream
974,3319,RETIREES,Budget
975,3320,MIDAGE SINGLES/COUPLES,Mainstream
976,3322,RETIREES,Mainstream
977,3323,RETIREES,Mainstream
978,3324,YOUNG SINGLES/COUPLES,Budget
979,3325,OLDER SINGLES/COUPLES,Mainstream
980,3326,MIDAGE SINGLES/COUPLES,Budget
981,3327,OLDER SINGLES/COUPLES,Premium
982,3328,YOUNG FAMILIES,Premium
983,3329,YOUNG SINGLES/COUPLES,Mainstream
984,3330,YOUNG SINGLES/COUPLES,Premium
985,3331,YOUNG SINGLES/COUPLES,Mainstream
986,3332,RETIREES,Premium
987,3333,OLDER FAMILIES,Mainstream
988,3334,OLDER SINGLES/COUPLES,Mainstream
989,3335,NEW FAMILIES,Budget
990,3336,YOUNG SINGLES/COUPLES,Mainstream
991,3337,YOUNG SINGLES/COUPLES,Mainstream
992,3338,YOUNG SINGLES/COUPLES,Mainstream
993,3339,YOUNG SINGLES/COUPLES,Mainstream
994,3340,OLDER SINGLES/COUPLES,Budget
995,3341,YOUNG SINGLES/COUPLES,Mainstream
996,3342,OLDER FAMILIES,Budget
997,3343,MIDAGE SINGLES/COUPLES,Mainstream
998,3344,YOUNG FAMILIES,Mainstream
999,3345,OLDER SINGLES/COUPLES,Budget
1000,3346,YOUNG FAMILIES,Mainstream
1001,3347,OLDER FAMILIES,Mainstream
1002,3348,OLDER FAMILIES,Budget
1003,3349,MIDAGE SINGLES/COUPLES,Budget
1004,3350,YOUNG FAMILIES,Budget
1005,3351,RETIREES,Mainstream
1006,3352,OLDER SINGLES/COUPLES,Budget
1007,3353,YOUNG FAMILIES,Budget
1008,3354,YOUNG SINGLES/COUPLES,Mainstream
1009,3355,OLDER FAMILIES,Budget
1010,3356,RETIREES,Budget
1011,3357,OLDER FAMILIES,Budget
1012,3358,OLDER SINGLES/COUPLES,Budget
1013,3359,YOUNG SINGLES/COUPLES,Mainstream
1014,3360,OLDER SINGLES/COUPLES,Budget
1015,3361,NEW FAMILIES,Budget
1016,3362,OLDER SINGLES/COUPLES,Mainstream
1017,3363,RETIREES,Mainstream
1018,3364,YOUNG FAMILIES,Mainstream
1019,3365,OLDER SINGLES/COUPLES,Budget
1020,3366,RETIREES,Premium
1021,3367,OLDER SINGLES/COUPLES,Budget
1022,4000,YOUNG SINGLES/COUPLES,Mainstream
1023,4001,YOUNG SINGLES/COUPLES,Mainstream
1024,4002,YOUNG SINGLES/COUPLES,Mainstream
1025,4003,OLDER FAMILIES,Mainstream
1026,4004,RETIREES,Budget
1027,4005,OLDER FAMILIES,Budget
1028,4006,RETIREES,Mainstream
1029,4007,YOUNG FAMILIES,Premium
1030,4008,YOUNG FAMILIES,Mainstream
1031,4009,YOUNG SINGLES/COUPLES,Mainstream
1032,4010,MIDAGE SINGLES/COUPLES,Mainstream
1033,4011,NEW FAMILIES,Mainstream
1034,4012,YOUNG SINGLES/COUPLES,Mainstream
1035,4013,RETIREES,Premium
1036,4014,OLDER SINGLES/COUPLES,Mainstream
1037,4015,OLDER FAMILIES,Mainstream
1038,4016,MIDAGE SINGLES/COUPLES,Budget
1039,4017,MIDAGE SINGLES/COUPLES,Premium
1040,4018,YOUNG FAMILIES,Budget
1041,4019,RETIREES,Budget
1042,4020,YOUNG SINGLES/COUPLES,Mainstream
1043,4021,OLDER SINGLES/COUPLES,Premium
1044,4022,OLDER SINGLES/COUPLES,Premium
1045,4023,YOUNG SINGLES/COUPLES,Mainstream
1046,4024,NEW FAMILIES,Budget
1047,4025,YOUNG FAMILIES,Budget
1048,4026,OLDER SINGLES/COUPLES,Mainstream
1049,4027,NEW FAMILIES,Mainstream
1050,4028,RETIREES,Mainstream
1051,4029,RETIREES,Mainstream
1052,4030,OLDER FAMILIES,Budget
1053,4031,YOUNG SINGLES/COUPLES,Mainstream
1054,4032,YOUNG FAMILIES,Mainstream
1055,4033,RETIREES,Budget
1056,4034,MIDAGE SINGLES/COUPLES,Mainstream
1057,4035,RETIREES,Budget
1058,4036,RETIREES,Budget
1059,4037,RETIREES,Mainstream
1060,4038,OLDER SINGLES/COUPLES,Premium
1061,4039,RETIREES,Mainstream
1062,4040,YOUNG SINGLES/COUPLES,Mainstream
1063,4041,RETIREES,Budget
1064,4042,OLDER SINGLES/COUPLES,Mainstream
1065,4043,OLDER SINGLES/COUPLES,Premium
1066,4044,NEW FAMILIES,Mainstream
1067,4045,YOUNG SINGLES/COUPLES,Mainstream
1068,4046,OLDER FAMILIES,Mainstream
1069,4047,OLDER SINGLES/COUPLES,Premium
1070,4048,OLDER FAMILIES,Budget
1071,4049,MIDAGE SINGLES/COUPLES,Premium
1072,4050,OLDER SINGLES/COUPLES,Premium
1073,4051,RETIREES,Budget
1074,4052,RETIREES,Premium
1075,4053,OLDER FAMILIES,Premium
1076,4054,MIDAGE SINGLES/COUPLES,Mainstream
1077,4055,OLDER SINGLES/COUPLES,Premium
1078,4056,NEW FAMILIES,Premium
1079,4057,OLDER SINGLES/COUPLES,Mainstream
1080,4058,YOUNG SINGLES/COUPLES,Mainstream
1081,4059,MIDAGE SINGLES/COUPLES,Premium
1082,4060,YOUNG FAMILIES,Budget
1083,4061,OLDER SINGLES/COUPLES,Mainstream
1084,4062,OLDER SINGLES/COUPLES,Budget
1085,4063,MIDAGE SINGLES/COUPLES,Mainstream
1086,4064,YOUNG FAMILIES,Budget
1087,4065,RETIREES,Premium
1088,4066,OLDER FAMILIES,Mainstream
1089,4067,RETIREES,Premium
1090,4068,MIDAGE SINGLES/COUPLES,Mainstream
1091,4069,RETIREES,Mainstream
1092,4070,RETIREES,Mainstream
1093,4071,YOUNG FAMILIES,Mainstream
1094,4072,MIDAGE SINGLES/COUPLES,Budget
1095,4073,RETIREES,Premium
1096,4074,MIDAGE SINGLES/COUPLES,Budget
1097,4075,YOUNG FAMILIES,Mainstream
1098,4076,RETIREES,Mainstream
1099,4077,RETIREES,Mainstream
1100,4078,RETIREES,Premium
1101,4079,OLDER SINGLES/COUPLES,Budget
1102,4080,RETIREES,Budget
1103,4081,YOUNG SINGLES/COUPLES,Mainstream
1104,4082,YOUNG SINGLES/COUPLES,Mainstream
1105,4083,YOUNG SINGLES/COUPLES,Mainstream
1106,4084,NEW FAMILIES,Mainstream
1107,4085,OLDER SINGLES/COUPLES,Budget
1108,4086,OLDER FAMILIES,Budget
1109,4087,OLDER FAMILIES,Mainstream
1110,4088,OLDER SINGLES/COUPLES,Premium
1111,4089,OLDER SINGLES/COUPLES,Premium
1112,4090,YOUNG FAMILIES,Budget
1113,4091,YOUNG FAMILIES,Budget
1114,4092,OLDER SINGLES/COUPLES,Premium
1115,4093,OLDER SINGLES/COUPLES,Budget
1116,4094,OLDER SINGLES/COUPLES,Budget
1117,4095,RETIREES,Budget
1118,4096,OLDER FAMILIES,Budget
1119,4097,YOUNG SINGLES/COUPLES,Mainstream
1120,4098,RETIREES,Budget
1121,4099,OLDER SINGLES/COUPLES,Premium
1122,4100,OLDER SINGLES/COUPLES,Premium
1123,4101,OLDER SINGLES/COUPLES,Budget
1124,4102,RETIREES,Mainstream
1125,4103,YOUNG FAMILIES,Budget
1126,4104,RETIREES,Premium
1127,4105,YOUNG SINGLES/COUPLES,Mainstream
1128,4106,MIDAGE SINGLES/COUPLES,Budget
1129,4107,RETIREES,Mainstream
1130,4108,NEW FAMILIES,Mainstream
1131,4109,YOUNG SINGLES/COUPLES,Budget
1132,4110,YOUNG SINGLES/COUPLES,Mainstream
1133,4111,MIDAGE SINGLES/COUPLES,Mainstream
1134,4112,OLDER SINGLES/COUPLES,Premium
1135,4113,OLDER SINGLES/COUPLES,Premium
1136,4114,NEW FAMILIES,Premium
1137,4115,RETIREES,Mainstream
1138,4116,YOUNG SINGLES/COUPLES,Premium
1139,4117,RETIREES,Mainstream
1140,4118,YOUNG SINGLES/COUPLES,Mainstream
1141,4119,RETIREES,Mainstream
1142,4120,MIDAGE SINGLES/COUPLES,Mainstream
1143,4121,OLDER SINGLES/COUPLES,Budget
1144,4122,OLDER FAMILIES,Budget
1145,4123,MIDAGE SINGLES/COUPLES,Mainstream
1146,4124,OLDER FAMILIES,Mainstream
1147,4125,MIDAGE SINGLES/COUPLES,Mainstream
1148,4126,RETIREES,Premium
1149,4127,YOUNG FAMILIES,Mainstream
1150,4128,OLDER SINGLES/COUPLES,Mainstream
1151,4129,NEW FAMILIES,Mainstream
1152,4130,OLDER SINGLES/COUPLES,Premium
1153,4131,OLDER FAMILIES,Premium
1154,4132,OLDER SINGLES/COUPLES,Mainstream
1155,4133,RETIREES,Premium
1156,4134,YOUNG FAMILIES,Mainstream
1157,4135,OLDER SINGLES/COUPLES,Premium
1158,4136,RETIREES,Budget
1159,4137,RETIREES,Mainstream
1160,4138,MIDAGE SINGLES/COUPLES,Premium
1161,4139,YOUNG SINGLES/COUPLES,Mainstream
1162,4140,OLDER SINGLES/COUPLES,Mainstream
1163,4141,RETIREES,Premium
1164,4142,OLDER SINGLES/COUPLES,Mainstream
1165,4143,OLDER FAMILIES,Mainstream
1166,4144,RETIREES,Premium
1167,4145,OLDER SINGLES/COUPLES,Mainstream
1168,4146,OLDER FAMILIES,Budget
1169,4147,RETIREES,Budget
1170,4148,OLDER SINGLES/COUPLES,Budget
1171,4149,MIDAGE SINGLES/COUPLES,Budget
1172,4150,OLDER SINGLES/COUPLES,Premium
1173,4151,OLDER SINGLES/COUPLES,Budget
1174,4152,MIDAGE SINGLES/COUPLES,Mainstream
1175,4153,RETIREES,Mainstream
1176,4154,OLDER FAMILIES,Premium
1177,4155,NEW FAMILIES,Mainstream
1178,4156,OLDER FAMILIES,Premium
1179,4157,YOUNG FAMILIES,Budget
1180,4158,RETIREES,Mainstream
1181,4159,YOUNG SINGLES/COUPLES,Budget
1182,4160,YOUNG FAMILIES,Budget
1183,4161,MIDAGE SINGLES/COUPLES,Premium
1184,4162,YOUNG FAMILIES,Budget
1185,4163,OLDER FAMILIES,Budget
1186,4164,YOUNG FAMILIES,Mainstream
1187,4165,YOUNG SINGLES/COUPLES,Mainstream
1188,4166,NEW FAMILIES,Premium
1189,4167,OLDER FAMILIES,Budget
1190,4168,YOUNG SINGLES/COUPLES,Budget
1191,4169,OLDER FAMILIES,Premium
1192,4170,MIDAGE SINGLES/COUPLES,Premium
1193,4171,RETIREES,Budget
1194,4172,YOUNG SINGLES/COUPLES,Mainstream
1195,4173,OLDER SINGLES/COUPLES,Mainstream
1196,4174,YOUNG FAMILIES,Budget
1197,4175,MIDAGE SINGLES/COUPLES,Premium
1198,4176,RETIREES,Mainstream
1199,4177,OLDER FAMILIES,Mainstream
1200,4178,OLDER FAMILIES,Budget
1201,4179,RETIREES,Premium
1202,4180,RETIREES,Premium
1203,4181,YOUNG SINGLES/COUPLES,Mainstream
1204,4182,YOUNG SINGLES/COUPLES,Mainstream
1205,4183,OLDER SINGLES/COUPLES,Mainstream
1206,4184,YOUNG FAMILIES,Budget
1207,4185,RETIREES,Mainstream
1208,4186,RETIREES,Premium
1209,4187,MIDAGE SINGLES/COUPLES,Mainstream
